Date	Open_BTC	High_BTC	Low_BTC	Close_BTC	Volume_BTC	Open_LTC	High_LTC	Low_LTC	Close_LTC	Volume_LTC	Open_ETH	High_ETH	Low_ETH	Close_ETH	Volume_ETH	Open_XRP	High_XRP	Low_XRP	Close_XRP	Volume_XRP	Open_BCH	High_BCH	Low_BCH	Close_BCH	Volume_BCH	Open_ADA	High_ADA	Low_ADA	Close_ADA	Volume_ADA	Open_XLM	High_XLM	Low_XLM	Close_XLM	Volume_XLM	Open_EOS	High_EOS	Low_EOS	Close_EOS	Volume_EOS	Open_XEM	High_XEM	Low_XEM	Close_XEM	Volume_XEM	Open_NEO	High_NEO	Low_NEO	Close_NEO	Volume_NEO	Open_IOT	High_IOT	Low_IOT	Close_IOT	Volume_IOT	Open_DASH	High_DASH	Low_DASH	Close_DASH	Volume_DASH	Open_XMR	High_XMR	Low_XMR	Close_XMR	Volume_XMR	Open_TRX	High_TRX	Low_TRX	Close_TRX	Volume_TRX	n-transactions	transactions-per-second	hash-rate	output-volume	mempool-size	market-cap	cost-per-transaction-percent	utxo-count	bitcoin-unlimited-share	n-transactions-excluding-popular	median-confirmation-time	n-orphaned-blocks	mempool-growth	cost-per-transaction	blocks-size	transaction-fees	estimated-transaction-volume-usd	avg-block-size	estimated-transaction-volume	mempool-count	nya-support	bip-9-segwit	miners-revenue	difficulty	trade-volume	total-bitcoins	n-unique-addresses	n-transactions-excluding-chains-longer-than-100	my-wallet-n-users	n-transactions-total	transaction-fees-usd	n-transactions-per-block
2015-05-31	229.83999599999999	231.75999500000003	220.97000099999997	223.13999900000002	19658919	1.63	1.68	1.58	1.61	1199074	0.0	0.0	0.0	0.0	0.0	0.009	0.009	0.0056	0.0056	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.88	2.71	2.71	10	0.489	0.489	0.4	0.4	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3495018.0	0.0	0.0	0.0
2015-06-01	223.13999900000002	227.440002	222.25	225.74000499999997	13666049	1.61	1.68	1.59	1.66	721082	0.0	0.0	0.0	0.0	0.0	0.0078	0.008576	0.0075	0.00857	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	3.1	2.71	2.82	0	0.4	0.489	0.4	0.4	2.0	0.0	0.0	0.0	0.0	0.0	116959.0	0.0	332393.9690702614	1473819.95234975	0.0	3163506560.0	1.4275050413949395	0.0	0.0	109364.0	8.483333333333333	1.0	0.0	6.598278029052915	36219.0	45.24728362	54061315.0	0.4771302773722628	243081.0	0.0	0.0	0.0	771728.0	48807487244.68138	21727639.7849	14224400.0	252174.0	61607.0	3500077.0	70575220.0	10062.995877088	633.0
2015-06-02	225.74000499999997	227.86000099999998	223.690002	225.58999599999999	12279838	1.66	1.7	1.64	1.67	647615	0.0	0.0	0.0	0.0	0.0	0.0056	0.005606	0.0056	0.005606	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	2.82	2.79	2.79	0	0.4	0.49	0.4	0.49	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3505036.0	0.0	0.0	0.0
2015-06-03	225.58999599999999	226.710007	223.49000499999997	224.22000099999997	9934190	1.67	1.68	1.65	1.66	637414	0.0	0.0	0.0	0.0	0.0	0.0085	0.008919	0.008	0.008919	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	2.9	2.79	2.84	2	0.49	0.49	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.0	125399.0	0.0	335928.17990909604	1325341.04413882	0.0	3220468764.0	1.5721290364003695	0.0	0.0	114926.0	8.433333333333334	2.0	0.0	6.436864967025255	36356.0	17.86202728	51342887.0	0.4701174507042253	226890.0	0.0	0.0	0.0	807176.4299999998	47589591153.625015	12997730.1124	14231600.0	239702.0	63401.0	3511027.0	70834108.0	4041.9981531912	666.0
2015-06-04	224.22000099999997	226.36000099999998	222.149994	225.289993	12703848	1.66	1.77	1.65	1.74	769169	0.0	0.0	0.0	0.0	0.0	0.008919	0.008919	0.005614	0.008919	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	2.97	2.71	2.82	1	0.4	0.5	0.4	0.5	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3516140.0	0.0	0.0	0.0
2015-06-05	225.289993	225.75999500000003	223.52999900000003	224.74000499999997	5074897	1.74	1.78	1.74	1.75	523901	0.0	0.0	0.0	0.0	0.0	0.008919	0.008919	0.008919	0.008919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	2.87	2.72	2.79	0	0.5	0.512	0.43	0.43	12.0	0.0	0.0	0.0	0.0	0.0	109700.0	0.0	335928.17990909604	1443588.41218435	0.0	3191604605.0	1.5640279299395776	0.0	0.0	103094.0	8.4	1.0	0.0	7.286407474931632	36478.0	16.17225384	51106434.0	0.4141495845070423	228001.0	0.0	0.0	0.0	799318.9	47589591153.625015	13798456.3002	14238700.0	232715.0	58637.0	3521147.0	71067701.0	3625.010698236	842.0
2015-06-06	224.74000499999997	226.36000099999998	222.210007	223.47000099999997	9097310	1.75	1.77	1.71	1.73	734286	0.0	0.0	0.0	0.0	0.0	0.008919	0.008919	0.008919	0.008919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	3.0	2.79	2.79	0	0.43	0.57	0.43	0.57	286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19608548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3526054.0	0.0	0.0	0.0
2015-06-07	223.47000099999997	229.91000400000001	222.99000499999997	228.57000699999998	16824026	1.73	1.8	1.72	1.78	975088	0.0	0.0	0.0	0.0	0.0	0.008919	0.008919	0.0056	0.008917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	2.94	2.79	2.94	0	0.57	0.57	0.57	0.57	0.0	0.0	0.0	0.0	0.0	0.0	88440.0	0.0	395070.46510435955	1064474.91631962	0.0	3171359940.0	2.7916278285646903	0.0	0.0	84280.0	7.5	0.0	0.0	10.541031207598369	36587.0	13.64505466	33394451.0	0.3279989640718563	150020.0	0.0	0.0	0.0	932248.8	47589591153.625015	9622738.2376	14246900.0	225189.0	44139.0	3529529.0	71258146.0	3037.3891673159997	919.0
2015-06-08	228.57000699999998	231.36000099999998	227.50999500000003	229.559998	12617632	1.78	1.81	1.77	1.8	814455	0.0	0.0	0.0	0.0	0.0	0.0055520000000000005	0.008916	0.0055520000000000005	0.008068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	2.92	2.8	2.8	0	0.57	0.57	0.47	0.47	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3534606.0	0.0	0.0	0.0
2015-06-09	229.559998	230.440002	227.83999599999999	228.789993	9556657	1.8	1.8	1.73	1.75	657822	0.0	0.0	0.0	0.0	0.0	0.008068	0.008908	0.0079	0.008068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.8	2.57	2.8	8	0.47	0.47	0.45	0.45	0.0	0.0	0.0	0.0	0.0	0.0	115633.0	0.0	383242.0080653068	1244998.71711074	0.0	3279954697.5	1.7648004918464633	0.0	0.0	111830.0	6.7	1.0	0.0	8.09099997405585	36696.0	16.68496332	53013732.0	0.3687518703703704	230394.0	0.0	0.0	0.0	935586.6	47589591153.625015	13936685.8451	14254475.0	208925.0	64541.0	3540083.0	71467816.0	3839.210059932	693.0
2015-06-10	228.789993	230.63999900000002	228.539993	229.88000499999998	8745318	1.75	1.8	1.75	1.79	522939	0.0	0.0	0.0	0.0	0.0	0.008068	0.00891	0.008068	0.008068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.8	2.7	2.7	0	0.45	0.639	0.4	0.639	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3545295.0	0.0	0.0	0.0
2015-06-11	229.88000499999998	231.580002	229.289993	230.460007	9406856	1.79	1.81	1.78	1.8	570206	0.0	0.0	0.0	0.0	0.0	0.008068	0.00891	0.005557	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	2.97	2.7	2.8	0	0.639	0.639	0.3	0.35	6.0	0.0	0.0	0.0	0.0	0.0	125147.0	0.0	366682.168210633	1392935.77553564	0.0	3266066700.0	1.56363872015677	0.0	0.0	116693.0	7.316666666666666	1.0	0.0	7.123598647989963	36845.0	18.23746303	57014257.0	0.4303856709677419	248971.0	0.0	0.0	0.0	891497.0	47589591153.625015	9990294.5576	14262300.0	258189.0	66198.0	3551064.0	71726027.0	4176.37903387	1008.0
2015-06-12	230.460007	233.13999900000002	229.00999500000003	232.479996	8803491	1.8	1.86	1.78	1.85	655093	0.0	0.0	0.0	0.0	0.0	0.008	0.008909	0.005561	0.0079	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.87	2.8	2.87	0	0.35	0.64	0.35	0.44	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3555894.0	0.0	0.0	0.0
2015-06-13	232.479996	235.50999500000003	232.08999599999999	233.75	7700053	1.85	2.08	1.84	1.99	1452454	0.0	0.0	0.0	0.0	0.0	0.008	0.008907	0.008	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85	2.86	2.72	2.72	1	0.44	0.64	0.3	0.3	8.0	0.0	0.0	0.0	0.0	0.0	112813.0	0.0	373779.2424340646	1103192.29356596	0.0	3285158823.0	2.214109255310688	0.0	0.0	104241.0	7.4	0.0	0.0	8.095545194259527	36974.0	17.53784362	41248314.0	0.4096257721518987	179169.0	0.0	0.0	0.0	913282.74	47589591153.625015	9232743.4194	14269650.0	246532.0	55948.0	3560971.0	71963862.0	4037.5623581964	792.0
2015-06-14	233.75	238.55000299999998	233.289993	237.0	15006949	1.99	2.03	1.99	2.01	882169	0.0	0.0	0.0	0.0	0.0	0.008	0.0084	0.008	0.0084	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	2.77	2.69	2.69	0	0.3	0.39	0.3	0.39	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3565797.0	0.0	0.0	0.0
2015-06-15	237.0	254.149994	235.69999700000002	249.82000699999998	29956654	2.01	2.88	2.0	2.83	4220913	0.0	0.0	0.0	0.0	0.0	0.0084	0.014969999999999999	0.0084	0.014969999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69	2.97	2.69	2.97	0	0.39	0.39	0.39	0.39	0.0	0.0	0.0	0.0	0.0	0.0	122279.0	0.0	370533.2886362249	1370312.7878618	0.0	3375945331.5	1.8395390051454965	0.0	0.0	112459.0	7.683333333333334	3.0	0.0	7.286461943588026	37102.0	18.51876216	48435031.0	0.4782252	204834.0	0.0	0.0	0.0	890981.28	49692386354.89384	14727511.2145	14277025.0	277522.0	60403.0	3571055.0	72186653.0	4378.946500353601	856.0
2015-06-16	249.82000699999998	258.480011	245.08999599999999	247.38000499999998	30652977	2.83	446.23999000000003	2.61	2.85	6516671	0.0	0.0	0.0	0.0	0.0	0.014969999999999999	0.014969999999999999	0.0097	0.0098	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	3.25	2.92	3.16	0	0.39	0.53	0.39	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3576808.0	0.0	0.0	0.0
2015-06-17	247.38000499999998	251.94999700000002	242.460007	248.440002	19421567	2.85	3.14	2.85	3.09	3342922	0.0	0.0	0.0	0.0	0.0	0.0098	0.014969999999999999	0.0097	0.014969999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	3.16	2.89	2.9	0	0.53	0.53	0.39	0.39	0.0	0.0	0.0	0.0	0.0	0.0	133747.0	0.0	350771.5132422932	1955229.23569198	0.0	3570341154.0	1.024708519234859	0.0	0.0	125228.0	8.216666666666667	0.0	0.0	6.679454791509342	37251.0	24.94126752	87181576.0	0.5900169366197183	348782.0	0.0	0.0	0.0	893357.04	49692386354.89384	31886986.7225	14283650.0	256567.0	68329.0	3583017.0	72444494.0	6234.319229299201	755.0
2015-06-18	248.440002	250.809998	243.649994	244.13000499999998	20914718	3.09	3.11	2.64	2.81	3291950	0.0	0.0	0.0	0.0	0.0	0.01139	0.01139	0.01139	0.01139	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	3.0	2.9	2.91	0	0.39	0.5299	0.39	0.39	612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3589704.0	0.0	0.0	0.0
2015-06-19	244.13000499999998	246.63000499999998	238.69999700000002	244.979996	12470598	2.81	3.11	2.7	3.04	2404196	0.0	0.0	0.0	0.0	0.0	0.0145	0.0145	0.0141	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	2.94	2.77	2.94	0	0.39	0.5829	0.39	0.45	0.0	0.0	0.0	0.0	0.0	0.0	125430.0	0.0	397705.7298028817	1837052.8604348	0.0	3522146336.25	0.9594676361061668	0.0	0.0	115154.0	7.416666666666668	0.0	0.0	7.965465199712987	37396.0	29.023842699999996	104131527.0	0.4917238695652175	422526.0	0.0	0.0	0.0	999108.3	49692386354.89384	14703622.118400002	14291525.0	247406.0	61419.0	3595963.0	72691925.0	7152.9260334149985	758.0
2015-06-20	244.979996	246.02999900000003	240.940002	244.100006	6140997	3.04	3.06	2.86	3.01	1150099	0.0	0.0	0.0	0.0	0.0	0.0141	0.014969999999999999	0.01	0.01	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	2.94	2.81	2.91	0	0.45	0.5829	0.45	0.5829	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3601449.0	0.0	0.0	0.0
2015-06-21	244.100006	248.600006	243.16000400000001	247.460007	11713076	3.01	3.07	2.92	3.02	1429951	0.0	0.0	0.0	0.0	0.0	0.01	0.01025	0.01	0.01025	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	2.93	2.81	2.83	0	0.5829	0.5829	0.45	0.45	10.0	0.0	0.0	0.0	0.0	0.0	91203.0	0.0	301367.0747574632	921198.44574043	0.0	3466817874.75	2.4574060951642207	0.0	0.0	85165.0	9.416666666666666	0.0	0.0	8.143214696884971	37518.0	13.16567765	30222339.0	0.4286816967213115	124644.0	0.0	0.0	0.0	742685.61	49692386354.89384	6606842.599500001	14297925.0	224267.0	48808.0	3607698.0	72897907.0	3192.2818597954997	781.0
2015-06-22	247.460007	247.669998	242.32000699999998	243.75999500000003	9432470	3.02	3.02	2.94	2.96	1123194	0.0	0.0	0.0	0.0	0.0	0.01025	0.01025	0.01	0.01025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	2.92	2.83	2.92	0	0.45	0.5829	0.45	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3613832.0	0.0	0.0	0.0
2015-06-23	243.75999500000003	244.50999500000003	239.05000299999998	240.559998	11415709	2.96	2.97	2.76	2.8	1665327	0.0	0.0	0.0	0.0	0.0	0.01025	0.0115	0.01025	0.0115	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	2.92	2.84	2.84	0	0.45	0.5604	0.39	0.5003	2413.0	0.0	0.0	0.0	0.0	0.0	128795.0	0.0	353241.7351665346	1260338.90959438	0.0	3489324384.0	1.6073419129628304	0.0	0.0	121894.0	8.816666666666666	0.0	0.0	6.812222834737374	37680.0	22.92876742	54585787.0	0.5911582867132867	223786.0	0.0	0.0	0.0	877380.24	49692386354.89384	10205531.462000001	14305200.0	271463.0	65809.0	3619636.0	73138490.0	5592.7849490864	664.0
2015-06-24	240.559998	243.649994	239.32000699999998	242.559998	9791297	2.8	2.9	2.63	2.84	1817581	0.0	0.0	0.0	0.0	0.0	0.0115	0.0115	0.0115	0.0115	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	2.92	2.84	2.87	0	0.5003	0.5003	0.5003	0.5003	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3625728.0	0.0	0.0	0.0
2015-06-25	242.559998	243.49000499999997	240.13999900000002	242.94999700000002	9112156	2.84	2.92	2.79	2.86	973335	0.0	0.0	0.0	0.0	0.0	0.0115	0.0122	0.0115	0.0122	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	3.0	2.86	2.88	0	0.5003	0.5003	0.5003	0.5003	0.0	0.0	0.0	0.0	0.0	0.0	113329.0	0.0	395235.50787864026	942740.57984613	0.0	3462594912.0	2.019692458311302	0.0	0.0	107281.0	7.066666666666666	0.0	0.0	8.572834137775855	37796.0	16.65594974	48103894.0	0.3543320125	198842.0	0.0	0.0	0.0	971550.72	49692386354.89384	10962820.8021	14312975.0	199310.0	59391.0	3631878.0	73366290.0	4029.4073611008002	1041.0
2015-06-26	242.94999700000002	251.57000699999998	241.830002	250.729996	13525813	2.86	3.11	2.83	3.08	2520814	0.0	0.0	0.0	0.0	0.0	0.0105	0.014969999999999999	0.0105	0.011	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.94	2.74	2.92	0	0.5003	0.5254	0.45	0.5254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3637953.0	0.0	0.0	0.0
2015-06-27	250.729996	251.58999599999999	246.61999500000002	248.88000499999998	9955671	3.08	3.13	2.99	3.04	1708728	0.0	0.0	0.0	0.0	0.0	0.011	0.0118	0.011	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	2.93	2.7	2.8	0	0.5254	0.5254	0.45	0.45	0.0	0.0	0.0	0.0	0.0	0.0	108876.0	0.0	316188.4063029121	1294255.24826031	0.0	3558488937.5	1.825352585221772	0.0	0.0	100268.0	8.733333333333333	0.0	0.0	7.342522686358794	37919.0	17.01717922	43795621.0	0.4824453359375	176240.0	0.0	0.0	0.0	799424.5	49692386354.89384	14129657.296999998	14319875.0	258833.0	56103.0	3643621.0	73590806.0	4228.76903617	968.0
